sentence,label,words
Q：天天收到这些信息真挺烦人的哎。    A：讨厌讨厌讨厌！！！,1,Q ： 天天 收到 这些 信息 真挺 烦人 的 哎 。 A ： 讨厌 讨厌 讨厌 ！ ！ ！
Q：哇呜！还能再有更多惊喜吗？！太开心啦！    A：哈哈好的,2,Q ： 哇 呜 ！ 还 能 再有 更 多 惊喜 吗 ？ ！ 太 开心 啦 ！ A ： 哈哈 好 的
Q：王力宏唱歌简直难听死了。    A：尼玛的，,0,Q ： 王力宏 唱歌 简直 难听 死 了 。 A ： 尼玛 的 ，
Q：王力宏唱歌简直难听死了。    A：真恶心!,1,Q ： 王力宏 唱歌 简直 难听 死 了 。 A ： 真 恶心 !
Q：为别人承受苦难叫好，真是坏的教育不如没有教育。惭愧至极。    A：伤心哒。。,4,Q ： 为 别人 承受 苦难 叫好 ， 真是 坏 的 教育 不如 没有 教育 。 惭愧 至极 。 A ： 伤心 哒 。 。
Q：为何在公共场所，脚臭的人反而喜欢脱鞋子的？    A：太不要脸了,1,Q ： 为何 在 公共场所 ， 脚臭 的 人 反而 喜欢 脱 鞋子 的 ？ A ： 太 不要脸 了
Q：为了给孩子们一个完整的家，他们终于宣布订婚了！恭喜！    A：不错呵呵,3,Q ： 为了 给 孩子 们 一个 完整 的 家 ， 他们 终于 宣布 订婚 了 ！ 恭喜 ！ A ： 不错 呵呵
Q：为了给孩子们一个完整的家，他们终于宣布订婚了！恭喜！    A：开心呢,2,Q ： 为了 给 孩子 们 一个 完整 的 家 ， 他们 终于 宣布 订婚 了 ！ 恭喜 ！ A ： 开心 呢
Q：我猜中了过程却没有猜中结局！好悲催的小白兔啊。    A：看着揪心啊,4,Q ： 我 猜中 了 过程 却 没有 猜中 结局 ！ 好悲 催 的 小白兔 啊 。 A ： 看着 揪心 啊
Q：我的莫泰，窗台上的花都开了，越住越喜欢！    A：哈哈!,2,Q ： 我 的 莫泰 ， 窗台上 的 花都 开 了 ， 越住 越 喜欢 ！ A ： 哈哈 !
Q：我的莫泰，窗台上的花都开了，越住越喜欢！    A：蛮好的呀。,3,Q ： 我 的 莫泰 ， 窗台上 的 花都 开 了 ， 越住 越 喜欢 ！ A ： 蛮 好 的 呀 。
Q：我的晚餐！口水口水嘻嘻！    A：大爱~,3,Q ： 我 的 晚餐 ！ 口水 口水 嘻嘻 ！ A ： 大爱 ~
Q：我的晚餐！口水口水嘻嘻！    A：哈哈……,2,Q ： 我 的 晚餐 ！ 口水 口水 嘻嘻 ！ A ： 哈哈 … …
Q：我的小伙伴们最近几天总被骂，我很难过。    A：怒了怒了,0,Q ： 我 的 小伙伴 们 最近 几天 总 被 骂 ， 我 很 难过 。 A ： 怒 了 怒 了
Q：我的小伙伴们最近几天总被骂，我很难过。    A：是挺痛苦的。。。,4,Q ： 我 的 小伙伴 们 最近 几天 总 被 骂 ， 我 很 难过 。 A ： 是 挺 痛苦 的 。 。 。
Q：我们那纯真的童年已经回不去了。    A：伤大了。。。,4,Q ： 我们 那 纯真 的 童年 已经 回不去 了 。 A ： 伤大 了 。 。 。
Q：我能想到最烂漫的事，是和你一起玩躲猫猫。    A：嘿嘿。,2,Q ： 我能 想到 最 烂漫 的 事 ， 是 和 你 一起 玩 躲猫猫 。 A ： 嘿嘿 。
Q：我能想到最烂漫的事，是和你一起玩躲猫猫。    A：讨厌，讨厌，讨厌,1,Q ： 我能 想到 最 烂漫 的 事 ， 是 和 你 一起 玩 躲猫猫 。 A ： 讨厌 ， 讨厌 ， 讨厌
Q：我讨厌那些瘦子说他们自己胖。    A：讨厌讨厌。,1,Q ： 我 讨厌 那些 瘦子 说 他们 自己 胖 。 A ： 讨厌 讨厌 。
Q：我特喜欢看各个城市老太太们跳广场舞    A：呵呵，还不错还不错。,3,Q ： 我特 喜欢 看 各个 城市 老太太 们 跳 广场 舞 A ： 呵呵 ， 还 不错 还 不错 。
Q：我要的爱，无非就是你一直在。    A：赞！,3,Q ： 我要 的 爱 ， 无非 就是 你 一直 在 。 A ： 赞 ！
Q：我知道我迟早要老去的，只是不知什么时候。    A：是呀！哎！,4,Q ： 我 知道 我 迟早 要 老 去 的 ， 只是 不知 什么 时候 。 A ： 是 呀 ！ 哎 ！
Q：无言结局，有可奈何，曲终人散，谁的过错。    A：好难过啊。,4,Q ： 无言 结局 ， 有 可 奈何 ， 曲终人散 ， 谁 的 过错 。 A ： 好 难过 啊 。
Q：五一劳动节获得了特别礼物，淡定地得瑟一下下，嘿嘿。    A：太给力了,3,Q ： 五一劳动节 获得 了 特别 礼物 ， 淡定 地得瑟 一下下 ， 嘿嘿 。 A ： 太给力 了
Q：午后的台中，气候宜人，晒晒太阳，难得清净悠闲一会儿。    A：不错，不错,3,Q ： 午后 的 台 中 ， 气候宜人 ， 晒 晒太阳 ， 难得 清净 悠闲 一会儿 。 A ： 不错 ， 不错
Q：午后的台中，气候宜人，晒晒太阳，难得清净悠闲一会儿。    A：嘻嘻笑,2,Q ： 午后 的 台 中 ， 气候宜人 ， 晒 晒太阳 ， 难得 清净 悠闲 一会儿 。 A ： 嘻嘻 笑
Q：夏天盖着被子吹空调。真有种穷人罪恶的奢侈感呢。    A：还不错哦！,3,Q ： 夏天 盖 着 被子 吹 空调 。 真 有种 穷人 罪恶 的 奢侈 感 呢 。 A ： 还 不错 哦 ！
Q：夏天盖着被子吹空调。真有种穷人罪恶的奢侈感呢。    A：尼玛~!,0,Q ： 夏天 盖 着 被子 吹 空调 。 真 有种 穷人 罪恶 的 奢侈 感 呢 。 A ： 尼玛 ~ !
Q：夏天盖着被子吹空调。真有种穷人罪恶的奢侈感呢。    A：太不靠谱,1,Q ： 夏天 盖 着 被子 吹 空调 。 真 有种 穷人 罪恶 的 奢侈 感 呢 。 A ： 太 不靠 谱
Q：现在的骗子都这么强势么？改抢劫还差不多。    A：是啊缺德死了,0,Q ： 现在 的 骗子 都 这么 强势 么 ？ 改 抢劫 还 差不多 。 A ： 是 啊 缺德 死 了
Q：现在的骗子都这么强势么？改抢劫还差不多。    A：太讨厌了！讨厌死了！,1,Q ： 现在 的 骗子 都 这么 强势 么 ？ 改 抢劫 还 差不多 。 A ： 太 讨厌 了 ！ 讨厌 死 了 ！
Q：小眼睛好纯洁啊！圆嘟嘟的。    A：不错喔,3,Q ： 小 眼睛 好 纯洁 啊 ！ 圆 嘟嘟 的 。 A ： 不错 喔
Q：小眼睛好纯洁啊！圆嘟嘟的。    A：哈哈……,2,Q ： 小 眼睛 好 纯洁 啊 ！ 圆 嘟嘟 的 。 A ： 哈哈 … …
Q：心累了，不如出去走走。    A：心里有点难受啊…,4,Q ： 心累 了 ， 不如 出去 走走 。 A ： 心里 有点 难受 啊 …
Q：心情终于好了，中午吃到鸡蛋了    A：嘿嘿~,2,Q ： 心情 终于 好 了 ， 中午 吃 到 鸡蛋 了 A ： 嘿嘿 ~
Q：悬水而居，实在是太悠闲了…    A：还不错啊,3,Q ： 悬水 而 居 ， 实在 是 太 悠闲 了 … A ： 还 不错 啊
Q：训练结束，冬至啦！回家吃老妈给包的饺子去喽?    A：大爱~,3,Q ： 训练 结束 ， 冬至 啦 ！ 回家 吃 老妈 给 包 的 饺子 去 喽  ? A ： 大爱 ~
Q：训练结束，冬至啦！回家吃老妈给包的饺子去喽?    A：嘻嘻，抱抱,2,Q ： 训练 结束 ， 冬至 啦 ！ 回家 吃 老妈 给 包 的 饺子 去 喽  ? A ： 嘻嘻 ， 抱抱
Q：阳光太好让人满心欢喜    A：哈哈是的,2,Q ： 阳光 太好 让 人 满心欢喜 A ： 哈哈 是 的
"Q：要是没有这些闲人，这个世界该多么无聊啊！    A：是呀,伤不起了",4,"Q ： 要是 没有 这些 闲人 ， 这个 世界 该 多么 无聊 啊 ！ A ： 是 呀 , 伤不起 了"
Q：夜逛三里屯，各种体验一下下哈哈。    A：超赞吧,3,Q ： 夜逛 三里屯 ， 各种 体验 一下下 哈哈 。 A ： 超赞 吧
Q：夜逛三里屯，各种体验一下下哈哈。    A：嘻嘻笑,2,Q ： 夜逛 三里屯 ， 各种 体验 一下下 哈哈 。 A ： 嘻嘻 笑
Q：一代又一代，从小就受这样教育，社会能不充满唳气么？    A：尼玛...,0,Q ： 一代 又 一代 ， 从小 就 受 这样 教育 ， 社会 能 不 充满 唳 气 么 ？ A ： 尼玛 ...
Q：一代又一代，从小就受这样教育，社会能不充满唳气么？    A：是啊看了就觉得好心酸难过,4,Q ： 一代 又 一代 ， 从小 就 受 这样 教育 ， 社会 能 不 充满 唳 气 么 ？ A ： 是 啊 看 了 就 觉得 好 心酸 难过
Q：一代又一代，从小就受这样教育，社会能不充满唳气么？    A：真过分。,1,Q ： 一代 又 一代 ， 从小 就 受 这样 教育 ， 社会 能 不 充满 唳 气 么 ？ A ： 真 过分 。
Q：一个苦力这样被打，有些人不是人。    A：唉啊！,4,Q ： 一个 苦力 这样 被 打 ， 有些 人 不是 人 。 A ： 唉 啊 ！
Q：一个苦力这样被打，有些人不是人。    A：疯了。疯了。全疯了,0,Q ： 一个 苦力 这样 被 打 ， 有些 人 不是 人 。 A ： 疯 了 。 疯 了 。 全疯 了
Q：一个苦力这样被打，有些人不是人。    A：太流氓了,1,Q ： 一个 苦力 这样 被 打 ， 有些 人 不是 人 。 A ： 太 流氓 了
Q：一想到今天其实是周三伪装成的周五。那个心痛啊！    A：讨厌讨厌非常讨厌,1,Q ： 一 想到 今天 其实 是 周三 伪装成 的 周五 。 那个 心痛 啊 ！ A ： 讨厌 讨厌 非常 讨厌
Q：一想到今天其实是周三伪装成的周五。那个心痛啊！    A：痛啊。。。,4,Q ： 一 想到 今天 其实 是 周三 伪装成 的 周五 。 那个 心痛 啊 ！ A ： 痛 啊 。 。 。
Q：一想到明天马上十一了，就忍不住高兴成这个傻样。    A：嘻嘻，,2,Q ： 一 想到 明天 马上 十一 了 ， 就 忍不住 高兴 成 这个 傻样 。 A ： 嘻嘻 ，
Q：一阵风吹过，试图带走我眼角的泪！    A：伤心呢,4,Q ： 一阵风 吹过 ， 试图 带走 我 眼角 的 泪 ！ A ： 伤心 呢
Q：一只非常乐观的狗狗，看完之后给人正能量。    A：别扯了,1,Q ： 一只 非常 乐观 的 狗狗 ， 看 完 之后 给 人 正 能量 。 A ： 别扯 了
"Q：一只非常乐观的狗狗，看完之后给人正能量。    A：哈哈,",2,"Q ： 一只 非常 乐观 的 狗狗 ， 看 完 之后 给 人 正 能量 。 A ： 哈哈 ,"
Q：一只非常乐观的狗狗，看完之后给人正能量。    A：挺好的。,3,Q ： 一只 非常 乐观 的 狗狗 ， 看 完 之后 给 人 正 能量 。 A ： 挺 好 的 。
Q：意大利的小巷，充塞其中的是浓郁的咖啡香。    A：哈哈是啊,2,Q ： 意大利 的 小巷 ， 充塞 其中 的 是 浓郁 的 咖啡 香 。 A ： 哈哈 是 啊
Q：萤火虫之夏。真的好美！    A：不错，是吧？,3,Q ： 萤火虫 之夏 。 真的 好美 ！ A ： 不错 ， 是 吧 ？
Q：萤火虫之夏。真的好美！    A：开心。,2,Q ： 萤火虫 之夏 。 真的 好美 ！ A ： 开心 。
Q：赢了。明天终于回家了，可以吃美味的家乡料理了，呵呵！    A：哈哈嗯呢,2,Q ： 赢 了 。 明天 终于 回家 了 ， 可以 吃 美味 的 家乡 料理 了 ， 呵呵 ！ A ： 哈哈 嗯 呢
Q：赢了。明天终于回家了，可以吃美味的家乡料理了，呵呵！    A：好厉害好厉害哦，,3,Q ： 赢 了 。 明天 终于 回家 了 ， 可以 吃 美味 的 家乡 料理 了 ， 呵呵 ！ A ： 好 厉害 好 厉害 哦 ，
Q：忧愁，无法入睡，革命在低谷。    A：想着就觉得好痛苦呀……,4,Q ： 忧愁 ， 无法 入睡 ， 革命 在 低谷 。 A ： 想着 就 觉得 好 痛苦 呀 … …
Q：有年头没见到这么精彩的广告了-_-o    A：呵呵~~,2,Q ： 有 年头 没 见到 这么 精彩 的 广告 了 -_- o A ： 呵呵 ~ ~
Q：有年头没见到这么精彩的广告了-_-o    A：太爱了,3,Q ： 有 年头 没 见到 这么 精彩 的 广告 了 -_- o A ： 太爱 了
Q：有时候讨厌一个人不是因为他多坏，而是因为他是个傻逼。    A：太讨厌了,1,Q ： 有时候 讨厌 一个 人 不是 因为 他 多坏 ， 而是 因为 他 是 个 傻 逼 。 A ： 太 讨厌 了
Q：有些人就是意识不到他们的语言有多么伤人。    A：越来越过分了,1,Q ： 有些 人 就是 意识 不到 他们 的 语言 有 多么 伤人 。 A ： 越来越 过分 了
Q：有些事，想多了头疼，想通了心疼。    A：何其悲哀……,4,Q ： 有些 事 ， 想 多 了 头疼 ， 想通 了 心疼 。 A ： 何其 悲哀 … …
Q：又受伤了！为什么，受伤的总是我？    A：很悲催~~,4,Q ： 又 受伤 了 ！ 为什么 ， 受伤 的 总是 我 ？ A ： 很悲 催 ~ ~
Q：原来这种脑残项目也有比赛？！    A：太混蛋了,1,Q ： 原来 这种 脑残 项目 也 有 比赛 ？ ！ A ： 太 混蛋 了
Q：原来这种脑残项目也有比赛？！    A：咒骂咒骂！,0,Q ： 原来 这种 脑残 项目 也 有 比赛 ？ ！ A ： 咒骂 咒骂 ！
Q：晕，不带这样骂人滴……    A：呸！！！,0,Q ： 晕 ， 不带 这样 骂人 滴 … … A ： 呸 ！ ！ ！
Q：仔仔在签名呢老开心啦，看着仔仔这么有出息我心里很是欣慰啊！    A：嘿嘿~~,2,Q ： 仔仔 在 签名 呢 老 开心 啦 ， 看着 仔仔 这么 有 出息 我 心里 很 是 欣慰 啊 ！ A ： 嘿嘿 ~ ~
Q：怎么电视真人秀里面的男人都那么娘呢？疯了。    A：太恶心了………,1,Q ： 怎么 电视 真人秀 里面 的 男人 都 那么 娘 呢 ？ 疯 了 。 A ： 太 恶心 了 … … …
Q：这道题真心做不来啊！能动手甩那人一耳光子吗？！    A：尼玛！！！,0,Q ： 这道题 真心 做不来 啊 ！ 能 动手 甩 那 人 一 耳光 子 吗 ？ ！ A ： 尼玛 ！ ！ ！
Q：这个设计好哦，不是一般地节省空间啊！    A：对噢！还不错！,3,Q ： 这个 设计 好 哦 ， 不是 一般 地 节省 空间 啊 ！ A ： 对 噢 ！ 还 不错 ！
Q：这个设计好哦，不是一般地节省空间啊！    A：哈哈!,2,Q ： 这个 设计 好 哦 ， 不是 一般 地 节省 空间 啊 ！ A ： 哈哈 !
Q：这个世界上只有骗子是真心的。因为他是真心骗你的！    A：不要嘛！,1,Q ： 这个 世界 上 只有 骗子 是 真心 的 。 因为 他 是 真心 骗 你 的 ！ A ： 不要 嘛 ！
Q：这个世界上只有骗子是真心的。因为他是真心骗你的！    A：尼玛!!!,0,Q ： 这个 世界 上 只有 骗子 是 真心 的 。 因为 他 是 真心 骗 你 的 ！ A ： 尼玛 ! ! !
Q：这个世界上只有骗子是真心的。因为他是真心骗你的！    A：无奈了---,4,Q ： 这个 世界 上 只有 骗子 是 真心 的 。 因为 他 是 真心 骗 你 的 ！ A ： 无奈 了 ---
Q：这家伙的父母有点懒得过分了    A：呸。哼。,0,Q ： 这 家伙 的 父母 有点 懒得 过分 了 A ： 呸 。 哼 。
Q：这家伙的父母有点懒得过分了    A：太离谱咯,1,Q ： 这 家伙 的 父母 有点 懒得 过分 了 A ： 太 离谱 咯
Q：这款之前帮诚品书店设计的公仔。自己就比较满意。呵呵。    A：对，赞！,3,Q ： 这 款 之前 帮诚品 书店 设计 的 公仔 。 自己 就 比较满意 。 呵呵 。 A ： 对 ， 赞 ！
Q：这款之前帮诚品书店设计的公仔。自己就比较满意。呵呵。    A：嘻嘻……,2,Q ： 这 款 之前 帮诚品 书店 设计 的 公仔 。 自己 就 比较满意 。 呵呵 。 A ： 嘻嘻 … …
Q：这是赤果果的侮辱小偷智商啊！    A：鄙视鄙视、,1,Q ： 这是 赤果果 的 侮辱 小偷 智商 啊 ！ A ： 鄙视 鄙视 、
Q：这是赤果果的侮辱小偷智商啊！    A：嘻嘻笑,2,Q ： 这是 赤果果 的 侮辱 小偷 智商 啊 ！ A ： 嘻嘻 笑
Q：这是厦门大学的校园，美得象一幅山水画。    A：开心。,2,Q ： 这是 厦门大学 的 校园 ， 美得象 一幅 山水画 。 A ： 开心 。
Q：这是厦门大学的校园，美得象一幅山水画。    A：真不错！,3,Q ： 这是 厦门大学 的 校园 ， 美得象 一幅 山水画 。 A ： 真不错 ！
Q：这是谁的微博？这是要逆天吗？    A：太讨厌了！讨厌死了！,1,Q ： 这 是 谁 的 微博 ？ 这 是 要 逆天 吗 ？ A ： 太 讨厌 了 ！ 讨厌 死 了 ！
Q：这心态，这胆量，佩服佩服！    A：哦呵呵！,2,Q ： 这 心态 ， 这 胆量 ， 佩服 佩服 ！ A ： 哦 呵呵 ！
Q：这张照片抓拍得太好了！    A：太赞了！,3,Q ： 这张 照片 抓拍 得 太好了 ！ A ： 太赞 了 ！
Q：这张照片抓拍得太好了！    A：嘻嘻……,2,Q ： 这张 照片 抓拍 得 太好了 ！ A ： 嘻嘻 … …
Q：这真可谓融合古今，结合中外啊。    A：还不错啊,3,Q ： 这真 可谓 融合 古今 ， 结合 中外 啊 。 A ： 还 不错 啊
Q：真是美好如童话般的天气啊！    A：哈哈是呀,2,Q ： 真是 美好 如 童话般 的 天气 啊 ！ A ： 哈哈 是 呀
Q：真是美好如童话般的天气啊！    A：呵呵，还不错还不错。,3,Q ： 真是 美好 如 童话般 的 天气 啊 ！ A ： 呵呵 ， 还 不错 还 不错 。
Q：真是丧心病狂，毫无人性。    A：哎造孽了,4,Q ： 真是 丧心病狂 ， 毫无 人性 。 A ： 哎 造孽 了
Q：真是丧心病狂，毫无人性。    A：尼玛~!,0,Q ： 真是 丧心病狂 ， 毫无 人性 。 A ： 尼玛 ~ !
Q：真是丧心病狂，毫无人性。    A：真心无耻。,1,Q ： 真是 丧心病狂 ， 毫无 人性 。 A ： 真心 无耻 。
Q：中国这帮历史的罪人，终有一天会被人民清算。    A：尼玛的。,0,Q ： 中国 这帮 历史 的 罪人 ， 终 有 一天 会 被 人民 清算 。 A ： 尼玛 的 。
Q：终于登机啦！三亚的花开得再娇艳些吧！    A：超赞！,3,Q ： 终于 登机 啦 ！ 三亚 的 花开 得 再 娇艳 些 吧 ！ A ： 超赞 ！
Q：终于登机啦！三亚的花开得再娇艳些吧！    A：呵呵呵…,2,Q ： 终于 登机 啦 ！ 三亚 的 花开 得 再 娇艳 些 吧 ！ A ： 呵呵 呵 …
Q：终于回来了，还是家舒服啊    A：真的不错!,3,Q ： 终于 回来 了 ， 还是 家 舒服 啊 A ： 真的 不错 !
Q：终于见到我的干女儿了！    A：嘻嘻，抱抱,2,Q ： 终于 见到 我 的 干女儿 了 ！ A ： 嘻嘻 ， 抱抱
Q：终于可以坐下来吃顿饭了，幸福。    A：嘿嘿是呢,2,Q ： 终于 可以 坐下 来 吃 顿饭 了 ， 幸福 。 A ： 嘿嘿 是 呢
Q：终于亲眼看到了，成都果然可爱    A：啊哈哈!,2,Q ： 终于 亲眼看到 了 ， 成都 果然 可爱 A ： 啊 哈哈 !
Q：终于亲眼看到了，成都果然可爱    A：挺不错的嘛,3,Q ： 终于 亲眼看到 了 ， 成都 果然 可爱 A ： 挺不错 的 嘛
